title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Wheel of a Wagon,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.469.5,cmoa:things/45b7c2fc-e46f-47cf-93a7-62145e0d18e0,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.75,22.562,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028279,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35827&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
A Temple,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.469.6,cmoa:things/42a9ec94-062d-480c-9913-b2e596dc31bb,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.438,22.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028280,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35826&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Snow Raking,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.469.7,cmoa:things/78791c37-b345-4a8d-b15a-163e06e90831,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.188,14.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028281,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35825&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Old Man and Woman,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.469.8,cmoa:things/aaf80235-11d3-4b5c-a858-ad789eb495ff,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.75,22.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028282,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35824&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Hand Sewing,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.469.9,cmoa:things/72c89d51-8ca0-4767-a63c-c1a7596c619e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.75,22.438,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028283,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35823&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Tsuyu kusa,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.470.1,cmoa:things/52ca19be-23ae-4825-938d-51db511bfc76,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.813,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028285,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Azami,20th century,1901-01-01,1989-01-01,woodblock print on paper,89.28.470.2,cmoa:things/b18802c2-4393-4ebb-b80e-60b22a09642a,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,11.5,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028286,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Moonrise (Tsuki no de),c. 1920-1935,1915-01-01,1940-01-01,woodblock print on paper,89.28.471,cmoa:things/d8c42252-d675-4c87-bbce-9bb37203ffea,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,13.5,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028288,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Water and Caliatrope,20th century,1901-01-01,1989-01-01,ink and watercolor on paper,89.28.472,cmoa:things/e0cd0c92-f7aa-40fe-895c-75dacfce255d,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,10.375,15.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028290,"James B. Austin, Pittsburgh; bequest to museum, December 1989",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Sparrows on a Prunus Branch,,,1989-01-01,"ink, on silk mounted on scroll",89.28.475,cmoa:things/efd3004c-1673-47f3-bbd8-32417eeb702b,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.5,67.625,0.0,2.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028295,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Illustrations of Sericulture (Ehon takara no ito),1915-1918,1915-01-01,1918-01-01,woodblock print on paper,89.28.477,cmoa:things/e6a0b02f-4eaf-4c51-ac7f-842cd365587b,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,8.25,11.875,0.125,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028299,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from Book Land, Hollywood, CA., 1/7/1967.",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f|cmoa:parties/e03d52a1-04f8-4999-86cf-0706170a3e11,Person|Person,unknown Japanese|Kubota  Beisen,unknown Japanese|Kubota  Beisen,editor|,Japanese|Japanese,|1852-01-01,|1906-01-01,|,|
"Shinagawa, from the Series ""Fifty-three Stations of the Tokaido""",Meiji period (1868-1912),1868-01-01,1912-01-01,woodblock print on paper,89.28.479,cmoa:things/15812f33-6058-413e-abd1-843b724d3a04,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,14.188,9.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028303,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35286&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
"Train Schedule, Kyoto-Osaka and Kyoto-Otsu",c. 1875-1900,1870-01-01,1905-01-01,woodblock print on paper,89.28.480,cmoa:things/9067a709-c407-4c5d-9cf4-1c792c4ccdfb,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028304,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35287&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Namazu-e,19th century,1800-01-01,1899-01-01,woodblock print on paper,89.28.481,cmoa:things/99d3f507-48f6-456e-9193-b8bc34e541e2,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.625,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028305,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35288&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Namazu-e,Meiji period (1868-1912),1868-01-01,1912-01-01,woodblock print on paper,89.28.482,cmoa:things/c31f2c98-6461-4a7f-9691-f284e3cc6e85,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.563,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028306,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35289&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
The Battle of Shimonoseki,c. 1863,1858-01-01,1868-01-01,woodblock print on paper,89.28.483,cmoa:things/aad8ec80-5c2e-44d7-9688-008ba120b15f,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,15.313,10.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028307,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=35290&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Order of Wearing Armor (Yoroi chakuyo shida),19th-20th century,1800-01-01,1989-01-01,book,89.28.484,cmoa:things/2ad6ed49-251e-4350-834f-aaca18ee6e5c,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,10.313,14.5,0.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028308,"Bequest of Dr. James B. Austin, Pittsburgh, PA
Acquired by Dr. Austin from Book Land, Glendale, CA., 5/20/1963.",books,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Shin Hanga Magazine - Special Issue of New Year's Cards,"1935, January",1935-01-01,1935-01-01,bound woodcuts,89.28.492,cmoa:things/8e1761d3-3f09-4ab6-aded-b08a1dbbf89b,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,8.75,11.25,0.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028328,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f|cmoa:parties/ee30a4a6-bca2-44be-8341-0cae9bab6799|cmoa:parties/45a61169-8a21-4cfd-9a44-f1dd8eb8a8cd,Person|Person|Organization,unknown Japanese|Ono Tadashige|Shin Hanga Shudan,unknown Japanese|Ono Tadashige|Shin Hanga Shudan,publisher||,Japanese|Japanese|,|1909-01-01|,|1990-01-01|,|Japan|,||
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.10,cmoa:things/7c50d09c-b145-49e6-8503-9728aeb05c9c,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,4.875,3.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028329,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78894&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.11,cmoa:things/67f9a833-92bd-49c3-9267-26b8f34b0227,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,4.312,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028330,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78891&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.12,cmoa:things/27876c00-5d3b-4c9e-9c8b-48b0a04f487e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.875,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028331,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78893&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.13,cmoa:things/87f4a061-6f66-49a1-b047-b2454a860767,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,2.562,14.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028332,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78897&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.14,cmoa:things/03f826be-0951-4ad9-b271-9190bb5e8547,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,28.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028333,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.15,cmoa:things/0c94fa3c-a1f0-497e-90a4-9ccbeeb765e3,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,28.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028334,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.16,cmoa:things/e6f2180e-7d43-4eb1-9f23-27cc407b23fd,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,28.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028335,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.17,cmoa:things/dc17089e-1055-4130-b553-6daa04104191,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028336,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.1,cmoa:things/ac7aace2-2168-4ae2-9305-866ca2fd0dcc,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.75,7.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028337,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78914&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.2,cmoa:things/b4f3880f-617b-4c6a-8425-9b97ef664b02,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028338,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.3,cmoa:things/faa216fb-2a00-47f8-a84b-aeb077680d4e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028339,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.4,cmoa:things/ec26753d-7823-4d7f-8b57-2af69bb973c0,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028340,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.5.A-.D,cmoa:things/bd6ca26f-8e47-44fc-b850-bcdf269b9914,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,1.875,7.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028341,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78915&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.6,cmoa:things/08b6789a-8b46-41d0-bcb8-e030464847d0,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,10.0,7.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028342,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78916&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.7,cmoa:things/c9af0f92-e83d-4d0e-95db-f2ea7a5159be,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,9.813,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028343,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78917&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.8,cmoa:things/6debd64f-5117-4aae-ad44-72650e680c33,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028344,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Banzuke Poetry Card (Program),"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.493.9,cmoa:things/141ed7fe-bfa6-4e31-87c5-7ff255df367b,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,5.75,4.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028345,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78892&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Kobo-Daishi on the Koya Mountain in the Province of Kii,"Edo period (1603-1867), 19th century",1800-01-01,1867-01-01,woodblock print on paper,89.28.495,cmoa:things/1f3f989a-8847-4f17-ad6d-cd7a2537ed5e,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,6.75,9.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028347,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
The Actor Onoye Matsusuke as a Woman,Edo period (1603-1867),1603-01-01,1867-01-01,woodblock print on paper,89.28.496,cmoa:things/692f091c-daff-462c-93c4-d637c7dae1be,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,8.375,11.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028348,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78900&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
The Actor Matsumoto Koshiro IV Carrying a Staff Surmounted by a Buddhist Emblem,Edo period (1603-1867),1603-01-01,1867-01-01,woodblock print on paper,89.28.497,cmoa:things/821eb987-26b0-4588-9703-5d4e3bf8b20f,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,8.375,11.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028349,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78896&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Illustration from Soga Monogatari,1646,1646-01-01,1646-01-01,woodblock print on paper,89.28.498,cmoa:things/831fdbaf-297a-40a5-be05-228e4705f4af,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,6.5,9.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028350,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=78901&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.10,cmoa:things/43cff2f3-d9be-442f-b1db-c453f086d7d7,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,4.125,10.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028351,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98239&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.11,cmoa:things/db24e289-2288-477b-b733-99578012cdda,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,6.125,9.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028352,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98240&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.12,cmoa:things/7a477ec6-e0fd-4441-aba5-0c67b6142dbd,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,2.312,4.438,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028353,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98241&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.13,cmoa:things/978aa211-ebcb-4fd4-bb69-f7ebcd4095f9,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,2.438,5.187,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028354,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98242&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.14,cmoa:things/4958269b-6ba8-4ab3-9a2d-29ec0917d1e2,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,2.375,5.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028355,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98244&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.15,cmoa:things/2c0405f5-11e6-44e5-951b-217422987efe,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,2.625,5.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028356,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98245&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Buddhist Deity (Pilgrimage Souvenir),18th-19th century,1700-01-01,1850-01-01,woodblock print on paper,89.28.499.16,cmoa:things/276ece66-3932-4767-8680-4ac7244dde5c,Bequest of Dr. James B. Austin,1989-12-07,Fine Arts,Not on View,4.375,5.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1028357,"Bequest of Dr. James B. Austin, Pittsburgh, PA",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=98246&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
